CNT,CNTRYID,CNTSCHID,CNTSTUID,ESCS,ST004D01T,ST001D01T,REPEAT,DISCLIM,TEACHSUP,COGACRCO,COGACMCO,W_FSTUWT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH
COL,170.0,17000053.0,17000376.0,-1.0082,2.0,10.0,1.0,-1.169,-0.1002,-0.2929,0.0819,42.55964,404.516,368.611,373.127,396.542,373.631,389.411,409.28,379.605,403.76,388.566
COL,170.0,17000172.0,17000378.0,-1.9884,1.0,10.0,0.0,0.6764,1.5558,-0.837,0.2646,77.71957,221.23,238.329,235.253,301.276,271.88,269.468,253.942,305.16,269.11,294.504
COL,170.0,17000031.0,17000379.0,-1.2973,1.0,10.0,1.0,-0.2931,-0.1002,0.2967,0.9698,67.77607,411.916,404.518,335.833,384.772,423.339,394.856,432.859,410.538,407.366,416.129
COL,170.0,17000188.0,17000380.0,,2.0,9.0,,,,,,179.5089,338.911,249.127,305.223,277.612,298.59,321.529,312.548,308.919,299.695,282.286
COL,170.0,17000119.0,17000382.0,-1.4542,2.0,10.0,0.0,,,,,153.4666,416.076,424.621,424.831,411.574,409.253,445.132,405.551,406.473,438.494,448.337
COL,170.0,17000024.0,17000383.0,,2.0,11.0,,,,,,77.77589,448.456,417.095,393.52,430.052,416.964,409.877,429.451,416.87,389.487,443.715
COL,170.0,17000058.0,17000384.0,-1.7015,1.0,10.0,0.0,-0.2863,-1.0693,-0.508,-2.1598,75.89816,351.717,331.003,430.339,416.601,378.599,365.425,336.263,359.213,383.2,339.913
COL,170.0,17000028.0,17000385.0,-1.4156,2.0,11.0,0.0,1.6491,-0.1002,-0.7193,0.2263,44.99433,505.642,539.833,515.801,521.114,532.832,558.844,535.474,533.911,523.89,539.216
COL,170.0,17000031.0,17000387.0,-0.8558,1.0,8.0,0.0,-0.8697,0.8211,0.0328,0.4415,67.77607,331.717,289.98,304.938,306.742,295.01,328.327,337.857,273.446,335.881,269.594
COL,170.0,17000098.0,17000388.0,-2.0712,1.0,10.0,0.0,,,,,112.752,270.112,306.845,300.798,293.905,344.641,320.153,312.937,341.922,320.171,307.091
COL,170.0,17000027.0,17000389.0,-0.0118,1.0,10.0,0.0,-2.4616,1.5558,-2.7816,-0.0686,19.72939,332.018,325.163,391.179,341.467,319.118,348.001,331.629,356.101,338.74,361.534
COL,170.0,17000080.0,17000390.0,-0.4779,2.0,10.0,0.0,0.4375,1.5558,3.359,2.5019,77.14465,426.534,396.967,460.625,416.32,431.47,450.631,476.041,470.257,482.156,410.638
COL,170.0,17000059.0,17000392.0,-2.6841,1.0,9.0,1.0,0.0968,0.1475,-0.3743,0.954,73.34154,383.6,384.535,322.187,330.217,318.8,333.235,321.585,318.504,332.347,310.815
COL,170.0,17000120.0,17000393.0,-0.3565,1.0,10.0,1.0,-0.649,-0.3322,-0.6572,-0.2863,90.98905,350.556,314.877,316.181,327.485,309.358,320.683,305.715,279.914,341.245,314.333
COL,170.0,17000103.0,17000394.0,-0.8512,1.0,10.0,0.0,0.1085,0.8211,0.325,0.6955,45.32176,340.475,364.102,357.426,374.542,370.829,362.55,352.694,365.481,339.082,332.479
COL,170.0,17000102.0,17000395.0,-1.5331,1.0,9.0,1.0,0.165,1.5558,-0.0319,0.8337,37.86132,315.61,344.505,357.858,344.661,355.524,358.546,356.8,350.571,301.326,363.529
COL,170.0,17000131.0,17000396.0,-3.7717,2.0,10.0,0.0,0.2002,0.8211,-0.4276,0.1073,76.73329,329.75,318.074,318.02,300.989,326.589,326.317,338.1,319.066,331.776,345.025
COL,170.0,17000104.0,17000397.0,-2.8,2.0,10.0,0.0,,,,,74.73849,442.313,364.324,338.66,335.002,326.662,368.224,386.895,379.204,402.384,359.082
COL,170.0,17000005.0,17000398.0,0.9884,1.0,10.0,0.0,1.831,-0.8059,-0.8081,0.1547,69.81654,526.413,454.899,415.901,454.778,450.114,478.603,508.617,437.003,470.091,434.007
COL,170.0,17000010.0,17000399.0,-1.4662,1.0,11.0,0.0,-0.2938,0.8211,0.3164,1.2432,74.39937,375.173,442.532,428.006,407.244,426.518,487.96,423.816,443.316,429.022,428.477
COL,170.0,17000122.0,17000400.0,-0.7483,2.0,9.0,1.0,-0.7145,-0.3322,0.4049,0.352,41.60147,335.677,377.121,348.655,386.943,331.602,325.641,372.102,360.795,377.176,377.043
COL,170.0,17000109.0,17000401.0,-3.1467,1.0,10.0,0.0,0.6868,1.5558,0.1356,1.3246,51.38403,419.305,414.506,421.321,417.304,435.83,458.322,421.595,417.159,453.859,492.676
COL,170.0,17000126.0,17000403.0,-0.0236,1.0,10.0,0.0,-0.3664,0.8211,0.8542,0.6983,94.69155,319.433,299.956,360.205,354.337,365.332,343.371,365.277,298.311,359.972,349.084
COL,170.0,17000006.0,17000404.0,-1.9745,1.0,8.0,1.0,-0.808,1.5558,-0.8998,2.3375,122.51,338.234,270.335,278.402,308.844,319.37,351.507,286.62,344.948,330.502,364.013
COL,170.0,17000244.0,17000405.0,,1.0,8.0,,,,,,336.1191,302.849,293.367,295.717,300.898,264.659,336.465,345.236,261.849,296.326,344.657
COL,170.0,17000103.0,17000406.0,-1.3122,2.0,10.0,0.0,0.1765,-1.0693,0.5564,0.1867,43.63608,310.6,299.62,350.276,312.285,336.061,306.589,284.808,268.739,353.101,329.619
COL,170.0,17000004.0,17000407.0,1.1248,1.0,10.0,0.0,0.1166,-0.1002,-0.3886,-0.5262,84.10414,449.483,449.425,456.877,447.183,493.388,450.329,436.605,485.758,438.713,420.964
COL,170.0,17000262.0,17000408.0,-3.2371,2.0,10.0,1.0,-0.4735,-0.8059,0.0447,0.173,46.23346,477.099,482.91,498.069,442.163,486.108,469.669,457.484,453.722,432.517,441.637
COL,170.0,17000104.0,17000409.0,-1.3018,1.0,10.0,0.0,,,,,77.38879,373.509,327.075,380.445,316.221,368.182,338.168,363.943,382.6,366.377,321.083
COL,170.0,17000114.0,17000410.0,-1.6737,2.0,9.0,1.0,0.4628,-0.3322,-0.0936,0.86,84.16019,353.958,395.095,402.286,384.343,366.242,408.554,391.452,357.942,439.134,400.659
COL,170.0,17000063.0,17000412.0,0.6003,1.0,8.0,1.0,,,,,94.85424,318.0,290.096,355.306,314.358,344.232,308.838,305.724,296.179,319.423,284.445
COL,170.0,17000001.0,17000413.0,0.2539,2.0,10.0,0.0,-1.0311,1.5558,0.3188,0.2118,24.3533,362.747,350.234,381.777,374.292,315.642,363.904,390.387,357.361,354.058,394.594
COL,170.0,17000039.0,17000414.0,,2.0,10.0,,,,,,83.668,287.169,287.917,284.335,271.253,331.378,292.033,327.482,258.706,282.897,298.201
COL,170.0,17000027.0,17000415.0,0.7887,1.0,10.0,0.0,1.6491,1.5558,-0.451,0.085,19.72939,429.498,438.607,429.498,385.014,427.345,408.234,421.978,437.619,423.714,418.276
COL,170.0,17000234.0,17000416.0,-0.6418,1.0,10.0,0.0,0.3926,-0.1002,-1.2178,0.2673,94.88695,345.825,266.237,353.864,361.243,320.456,324.429,286.12,372.205,332.943,316.961
COL,170.0,17000260.0,17000417.0,-3.0352,1.0,10.0,0.0,-2.4616,-0.1002,-0.6609,0.9738,108.5246,406.645,372.145,384.956,378.694,403.634,361.335,426.894,357.405,411.798,415.386
COL,170.0,17000216.0,17000418.0,-0.0301,1.0,10.0,0.0,-0.1361,-0.1002,0.5461,0.6832,49.83739,442.502,425.796,420.023,448.577,410.245,442.363,445.352,436.645,463.0,482.361
COL,170.0,17000168.0,17000419.0,-0.8587,1.0,10.0,0.0,1.1855,-0.1002,0.3059,0.9753,79.77638,424.947,447.8,532.47,458.038,415.756,485.996,388.557,397.984,435.163,460.201
COL,170.0,17000108.0,17000420.0,-1.0395,1.0,10.0,0.0,0.6764,1.5558,0.6006,0.5911,85.37244,314.107,314.152,381.962,345.91,321.369,309.269,360.35,311.2,345.515,342.863
COL,170.0,17000223.0,17000421.0,-0.691,2.0,9.0,1.0,-0.0787,-0.1002,0.4726,0.935,45.34634,392.345,312.226,351.476,333.478,324.846,343.887,376.183,345.179,299.79,329.214
COL,170.0,17000205.0,17000422.0,-1.1187,2.0,11.0,0.0,0.7097,0.8211,0.3446,0.5699,65.55899,477.958,469.022,480.711,435.78,475.524,458.155,455.731,442.52,466.696,458.479
COL,170.0,17000184.0,17000425.0,-0.7189,1.0,10.0,0.0,0.3926,-2.9095,-0.7894,-0.4396,42.18219,441.631,436.362,407.249,437.709,434.093,426.205,417.852,413.614,424.019,435.999
COL,170.0,17000112.0,17000426.0,-0.6277,1.0,9.0,1.0,-0.0903,0.8211,0.6558,1.1022,94.04033,406.135,360.923,421.035,367.636,390.549,405.161,419.954,374.975,369.301,417.951
COL,170.0,17000007.0,17000427.0,-2.0773,1.0,8.0,1.0,-0.5195,1.5558,0.0083,0.3608,44.40285,310.148,318.076,407.93,383.903,380.474,365.172,326.733,343.999,350.92,366.854
COL,170.0,17000222.0,17000428.0,0.7957,1.0,10.0,0.0,0.7631,-0.1002,-0.4755,0.2384,39.98824,420.929,420.5,380.309,430.38,414.557,450.527,393.829,422.059,370.626,413.775
COL,170.0,17000229.0,17000429.0,,2.0,10.0,,,,,,5.91991,464.283,466.682,478.364,495.414,471.681,503.327,452.79,482.464,461.917,475.332
COL,170.0,17000080.0,17000430.0,0.3362,2.0,10.0,0.0,1.8514,0.8211,1.2678,1.6656,77.14465,446.321,391.077,439.553,459.441,423.141,453.222,443.067,432.8,464.187,440.875
COL,170.0,17000187.0,17000431.0,-1.3892,2.0,10.0,0.0,-0.0787,-0.1002,-0.3143,0.8726,42.55358,484.882,436.266,456.41,445.202,480.79,474.554,462.076,451.389,484.846,412.699
COL,170.0,17000043.0,17000432.0,-1.6791,2.0,8.0,1.0,-0.4983,0.4357,0.794,,67.55166,329.991,390.931,412.417,382.924,349.419,420.991,347.865,417.058,419.13,368.683
COL,170.0,17000260.0,17000433.0,-1.1318,2.0,11.0,0.0,0.1777,-0.8059,-0.3022,-0.1942,103.0111,464.008,494.609,432.072,447.91,442.729,471.504,505.472,495.67,497.487,444.78
COL,170.0,17000259.0,17000434.0,0.0521,2.0,9.0,0.0,1.1182,1.5558,0.69,0.91,93.27352,523.039,526.729,503.132,523.294,533.179,546.335,522.229,534.515,563.937,549.335
COL,170.0,17000243.0,17000436.0,-0.0069,1.0,10.0,0.0,-0.1114,-0.1002,-0.1501,0.2046,49.31403,399.977,434.994,421.715,398.747,457.301,409.195,403.073,431.131,440.459,442.711
COL,170.0,17000132.0,17000437.0,-0.9902,1.0,11.0,0.0,-0.9755,-2.1346,-0.5491,0.1758,40.45422,381.422,432.416,433.637,397.082,434.508,426.116,410.65,461.647,429.887,460.33
COL,170.0,17000122.0,17000439.0,-1.0888,2.0,10.0,0.0,-0.9964,1.5558,-1.1097,-0.4792,37.786,320.744,357.952,327.638,328.603,360.705,391.609,375.897,375.35,356.141,376.904
COL,170.0,17000144.0,17000440.0,-0.4062,1.0,10.0,0.0,-1.5933,0.1475,0.3254,2.3454,24.54236,428.535,433.495,469.142,382.411,459.46,407.69,378.935,392.757,439.281,393.952
COL,170.0,17000230.0,17000441.0,0.867,1.0,7.0,0.0,0.4821,0.1475,1.543,1.9577,66.80268,353.431,377.337,387.834,412.189,374.268,350.796,370.471,404.264,384.357,399.278
COL,170.0,17000085.0,17000442.0,-1.8699,1.0,11.0,0.0,1.6396,1.5558,1.7896,2.6158,71.60229,347.661,374.631,318.522,343.533,378.056,341.52,357.557,344.096,377.215,410.396
COL,170.0,17000179.0,17000443.0,-2.1123,1.0,11.0,0.0,-0.9635,1.5558,0.5633,0.9175,39.03731,420.635,396.739,420.509,408.275,397.951,375.463,405.869,432.108,405.429,414.641
COL,170.0,17000065.0,17000444.0,0.0922,1.0,10.0,0.0,0.123,1.5558,-0.7656,0.7748,82.42036,451.723,482.294,419.993,460.173,531.488,520.921,473.149,455.356,470.418,502.717
COL,170.0,17000105.0,17000445.0,-0.8658,2.0,8.0,1.0,-0.8615,1.5558,0.8792,2.2946,69.56484,343.351,327.673,355.199,352.25,299.903,347.523,334.195,343.865,326.315,344.651
COL,170.0,17000111.0,17000446.0,-2.063,1.0,8.0,1.0,,,,,97.27341,319.308,325.271,329.487,363.097,306.075,270.407,313.11,311.52,323.701,328.678
COL,170.0,17000038.0,17000447.0,-2.149,1.0,10.0,0.0,0.5807,0.1475,1.6082,1.6953,134.9546,322.879,366.387,352.166,318.077,299.257,228.043,309.581,284.84,275.046,308.469
COL,170.0,17000205.0,17000448.0,-0.954,1.0,11.0,0.0,0.7711,1.5558,0.2288,0.1888,62.42721,380.977,417.679,402.675,405.653,418.249,418.479,420.447,379.081,437.328,432.849
COL,170.0,17000146.0,17000449.0,-1.4578,1.0,9.0,0.0,-0.9635,1.5558,-0.6667,-0.0903,90.40362,362.848,389.452,417.068,333.448,377.298,332.115,434.704,392.259,390.743,393.361
COL,170.0,17000027.0,17000450.0,-1.6147,1.0,10.0,1.0,1.1687,1.5558,-0.638,-0.658,19.72939,379.02,392.88,369.768,387.004,454.778,390.482,423.094,374.531,371.021,416.677
COL,170.0,17000043.0,17000452.0,-0.1785,1.0,9.0,1.0,-0.9727,1.5558,-0.3162,,67.29249,331.0,344.272,318.983,384.99,358.553,345.933,338.999,374.604,298.124,310.34
COL,170.0,17000237.0,17000453.0,-4.4625,1.0,10.0,0.0,-0.0787,1.5558,0.5114,0.3845,74.73849,335.464,355.94,353.691,337.259,343.437,337.608,323.649,341.076,357.908,365.64
COL,170.0,17000077.0,17000455.0,0.1279,2.0,10.0,0.0,1.7914,0.4357,-0.5891,0.7801,115.8449,349.885,366.078,414.957,377.81,389.179,362.104,323.245,323.259,307.412,390.875
COL,170.0,17000028.0,17000456.0,-0.3335,2.0,9.0,1.0,0.7793,1.5558,0.1776,0.3106,44.99433,404.05,386.615,359.867,393.017,358.66,401.882,356.423,409.26,367.975,380.634
COL,170.0,17000183.0,17000457.0,-0.8668,2.0,9.0,1.0,-0.3586,0.4357,0.6095,2.284,89.19426,405.714,433.404,374.363,429.483,399.984,406.991,330.815,382.904,413.093,425.077
COL,170.0,17000045.0,17000458.0,-1.3718,1.0,10.0,1.0,0.7487,-0.1002,-0.145,-0.0668,5.16173,472.359,423.809,426.817,398.843,446.898,418.037,429.015,396.523,431.462,465.715
COL,170.0,17000144.0,17000459.0,0.395,1.0,10.0,0.0,0.7793,-0.5635,-0.2354,-0.3462,24.54236,415.821,415.931,431.745,427.815,406.272,381.33,410.676,408.338,429.444,433.147
COL,170.0,17000170.0,17000460.0,1.0769,2.0,10.0,0.0,-2.3769,0.1475,0.279,1.1909,42.77972,531.712,513.876,511.385,524.644,537.58,518.341,478.126,528.018,559.808,508.041
COL,170.0,17000002.0,17000462.0,-0.3435,1.0,10.0,0.0,,,,,70.84643,237.127,285.366,284.441,274.905,338.365,314.307,316.722,319.668,309.608,307.805
COL,170.0,17000031.0,17000464.0,0.5432,1.0,10.0,1.0,0.4477,0.4357,0.8381,0.6974,67.77607,501.56,485.41,437.684,428.373,408.753,446.505,413.895,434.57,431.708,466.969
COL,170.0,17000245.0,17000466.0,-0.9371,2.0,10.0,0.0,-0.0504,-1.0693,-2.2999,0.1923,63.30435,455.445,393.273,439.618,416.144,437.375,428.274,379.7,438.5,444.974,432.645
COL,170.0,17000213.0,17000467.0,0.7173,1.0,10.0,0.0,-1.0414,-0.5635,0.3664,0.817,46.7941,448.434,369.91,391.59,427.298,425.995,361.912,410.961,392.485,387.929,398.556
COL,170.0,17000194.0,17000470.0,0.3704,1.0,10.0,0.0,0.801,1.5558,0.0784,2.4667,179.9504,336.246,360.313,387.494,367.666,423.467,391.42,345.04,371.093,371.542,362.173
COL,170.0,17000141.0,17000471.0,-1.3314,1.0,10.0,0.0,0.4967,-0.5635,-0.265,0.4296,42.39524,381.124,389.419,406.469,361.903,386.494,400.912,381.731,406.51,396.33,398.739
COL,170.0,17000013.0,17000472.0,-0.6387,2.0,11.0,0.0,-0.8124,-0.8059,-0.1628,0.048,26.08404,468.772,500.857,449.405,476.278,501.224,480.552,498.611,492.52,501.211,475.762
COL,170.0,17000103.0,17000473.0,-1.2832,1.0,9.0,1.0,0.6764,1.5558,-0.4419,0.2128,47.21685,379.148,331.446,352.7,379.095,386.344,363.329,362.217,332.867,366.152,341.634
COL,170.0,17000026.0,17000474.0,-1.9102,1.0,8.0,1.0,1.8217,1.5558,2.9553,,113.8051,297.233,311.514,306.555,305.117,268.659,249.509,300.777,235.347,299.292,327.425
COL,170.0,17000243.0,17000475.0,-2.0926,1.0,10.0,0.0,,,,,49.31403,400.498,342.957,380.52,349.919,373.125,373.142,367.239,411.737,363.269,356.426
COL,170.0,17000222.0,17000476.0,-1.3885,1.0,9.0,1.0,-0.1126,-0.3322,-0.8528,1.7253,41.99703,329.275,316.13,334.706,300.271,300.217,277.104,310.705,286.442,289.815,310.009
COL,170.0,17000004.0,17000477.0,0.0084,2.0,11.0,0.0,-0.0691,1.5558,0.526,-0.3519,79.81672,598.38,557.253,587.729,620.673,554.759,577.384,591.878,610.323,577.108,601.731
COL,170.0,17000187.0,17000478.0,1.1105,2.0,10.0,1.0,-1.0414,1.5558,-0.1127,0.2623,42.55358,370.48,420.94,388.086,423.233,389.837,370.866,390.93,404.354,406.234,436.207
COL,170.0,17000025.0,17000479.0,-2.474,2.0,7.0,1.0,-0.1354,,,,97.10527,246.203,270.818,272.483,236.57,272.836,314.043,238.245,232.432,286.214,283.458
COL,170.0,17000123.0,17000480.0,0.5715,2.0,10.0,0.0,-0.5068,-0.1002,-1.1664,0.0046,48.40546,297.378,353.604,347.342,324.924,349.798,354.585,329.572,289.654,298.138,335.319
COL,170.0,17000041.0,17000481.0,-3.0596,1.0,8.0,1.0,-0.0691,,0.5769,0.9224,84.69958,306.3,329.313,326.49,305.17,307.65,307.049,289.665,333.25,290.131,253.694
COL,170.0,17000241.0,17000482.0,0.1567,2.0,9.0,1.0,0.6689,-0.1002,-0.7494,-0.4763,88.56571,403.882,390.706,419.213,425.218,367.469,399.666,385.794,380.401,381.434,445.699
COL,170.0,17000063.0,17000483.0,0.502,2.0,10.0,0.0,0.1997,1.5558,2.0697,0.7989,83.12007,405.251,488.631,459.587,492.088,428.089,410.662,458.993,370.03,540.83,470.619
COL,170.0,17000150.0,17000485.0,-0.1892,2.0,7.0,1.0,-0.8509,-1.4146,0.022,-0.0026,50.1945,311.343,324.129,319.009,305.494,363.013,331.637,284.35,279.675,313.202,288.31
COL,170.0,17000092.0,17000486.0,-0.0112,2.0,10.0,0.0,-2.4931,0.4357,3.556,0.9103,26.74106,306.386,291.201,334.034,290.006,320.994,315.272,320.504,271.136,324.286,300.564
COL,170.0,17000121.0,17000487.0,,2.0,10.0,,,,,,54.84756,358.264,365.053,373.574,379.245,299.864,342.523,329.939,370.509,386.688,312.437
COL,170.0,17000249.0,17000488.0,-1.9772,2.0,8.0,1.0,0.1765,1.5558,0.5185,0.8798,81.71296,427.211,409.845,414.102,421.713,418.483,399.802,393.843,387.522,387.003,470.682
COL,170.0,17000128.0,17000489.0,-0.5248,2.0,10.0,0.0,-0.0522,-0.5635,2.4162,0.6478,76.56935,380.123,367.989,336.914,383.384,359.155,408.526,371.223,361.184,392.722,401.568
COL,170.0,17000212.0,17000490.0,0.1968,1.0,10.0,1.0,-0.0724,0.1475,0.6871,0.8829,151.3084,372.096,331.835,373.732,379.813,385.926,357.981,424.973,415.237,411.646,364.437
COL,170.0,17000149.0,17000491.0,-0.544,1.0,8.0,1.0,-0.4763,-0.5635,0.3256,-0.1204,201.2126,380.715,405.077,353.034,377.93,412.137,393.107,437.708,385.223,382.411,388.161
COL,170.0,17000215.0,17000492.0,0.291,1.0,10.0,0.0,0.793,1.5558,0.0707,0.5343,72.46612,502.084,484.863,525.078,479.555,509.199,473.943,527.113,520.98,498.139,490.604
COL,170.0,17000147.0,17000494.0,-0.6918,1.0,10.0,1.0,1.1182,0.1475,0.6652,0.5479,25.60387,335.615,364.776,380.658,337.328,363.662,403.874,376.984,332.809,338.232,317.346
COL,170.0,17000133.0,17000495.0,,1.0,10.0,,,,,,75.63499,374.121,297.477,361.986,319.234,334.536,311.365,350.436,303.542,319.302,316.282
COL,170.0,17000132.0,17000496.0,-0.4682,2.0,10.0,0.0,-0.3664,-1.3627,-0.3405,-0.7192,38.61737,439.808,476.397,443.047,384.547,461.915,427.447,407.704,456.364,404.112,466.46
COL,170.0,17000025.0,17000498.0,,2.0,9.0,,,,,,97.10527,304.318,310.23,256.105,305.251,286.497,273.893,296.401,268.011,272.96,317.736
COL,170.0,17000202.0,17000499.0,-2.3286,1.0,10.0,0.0,-0.3306,1.5558,0.354,2.2723,113.8405,321.32,342.887,296.035,250.315,317.661,326.084,292.61,287.054,341.417,316.445
COL,170.0,17000150.0,17000500.0,-2.296,1.0,7.0,1.0,,,,,48.8463,322.947,308.082,301.39,304.049,313.781,344.861,308.019,339.815,315.04,335.011
COL,170.0,17000025.0,17000501.0,-0.6597,1.0,11.0,0.0,0.2002,1.5558,-0.3511,0.5772,93.81041,291.914,302.131,294.441,313.894,291.055,310.048,294.022,337.206,296.133,334.72
COL,170.0,17000075.0,17000502.0,,1.0,9.0,,,,,,89.12362,319.489,348.411,371.789,373.35,342.658,340.08,368.135,372.939,325.046,322.526
COL,170.0,17000069.0,17000503.0,-1.8169,1.0,10.0,0.0,-0.1273,1.5558,2.026,2.4668,86.78685,404.99,434.634,391.812,322.934,369.333,376.165,353.093,374.525,384.377,372.717
COL,170.0,17000051.0,17000504.0,-0.621,1.0,9.0,0.0,-2.463,1.5558,-0.7786,0.9272,43.91748,401.066,370.322,367.317,324.469,345.916,328.662,316.739,339.571,337.016,326.403
COL,170.0,17000120.0,17000505.0,-1.2142,2.0,10.0,0.0,,,,,86.88343,179.69,241.127,235.271,203.292,211.317,227.747,202.659,177.391,248.731,293.701
COL,170.0,17000130.0,17000506.0,0.4144,1.0,11.0,0.0,-0.1124,-0.1002,-0.2387,0.6338,84.89597,408.773,402.475,386.88,432.326,426.987,375.719,468.139,433.722,418.835,430.714
COL,170.0,17000159.0,17000507.0,-0.395,1.0,10.0,0.0,0.4375,-0.8059,0.6824,1.23,69.43189,498.761,480.92,438.993,499.985,496.202,486.402,460.396,510.348,509.22,530.401
COL,170.0,17000055.0,17000508.0,-2.5215,1.0,11.0,0.0,1.1855,-0.1002,0.1948,0.6852,68.77895,443.733,478.825,494.964,505.067,458.419,533.424,501.309,508.561,481.535,484.039
COL,170.0,17000199.0,17000509.0,0.5669,1.0,10.0,0.0,-0.1219,-0.1002,0.5355,0.8333,89.26825,489.941,488.733,454.221,450.724,409.73,451.458,475.371,471.614,384.078,443.482
COL,170.0,17000150.0,17000510.0,-2.1155,1.0,8.0,1.0,0.7029,-2.1346,0.7163,-1.0056,48.8463,376.733,382.067,313.7,364.852,397.427,312.826,334.25,322.187,372.273,326.177
COL,170.0,17000143.0,17000511.0,-0.8854,1.0,11.0,0.0,0.1201,-0.8059,-0.6927,-0.7648,145.1505,353.627,402.039,385.725,417.077,358.352,395.302,398.287,383.011,383.186,325.164
COL,170.0,17000141.0,17000513.0,0.9681,1.0,11.0,0.0,1.6289,-0.3322,-0.1129,0.5896,42.39524,523.579,460.777,454.233,497.753,486.807,497.588,478.017,505.888,481.19,495.552
COL,170.0,17000137.0,17000514.0,,2.0,9.0,,,,,,42.71872,364.369,449.364,449.518,435.687,390.236,439.08,442.746,414.419,436.373,405.848
COL,170.0,17000209.0,17000515.0,-1.4788,2.0,10.0,0.0,-0.4983,-0.1002,0.5996,0.2428,45.74363,518.047,448.105,494.301,498.473,541.181,492.605,461.399,515.251,513.317,484.983
COL,170.0,17000043.0,17000516.0,,1.0,9.0,,,,,,67.29249,265.174,260.641,216.661,269.907,253.848,262.306,309.052,258.656,253.348,336.592
COL,170.0,17000082.0,17000517.0,-1.1332,2.0,10.0,0.0,-0.526,-2.1346,-0.6084,-1.1076,45.93108,463.897,495.353,536.263,508.424,505.855,493.966,470.996,519.781,489.055,528.383
COL,170.0,17000063.0,17000518.0,-1.1472,1.0,10.0,0.0,0.4277,-0.5635,1.5189,0.1199,80.02245,413.092,382.688,423.462,481.765,412.797,464.388,424.231,376.179,436.628,464.403
COL,170.0,17000102.0,17000520.0,-0.5732,1.0,10.0,0.0,-0.5233,1.5558,1.2081,1.7363,42.03381,355.47,336.007,357.548,327.557,332.987,376.043,404.333,349.42,351.377,350.486
COL,170.0,17000149.0,17000521.0,-2.93,1.0,10.0,0.0,1.8286,1.5558,-0.639,2.3552,138.0809,328.088,327.819,371.17,364.091,339.431,369.047,348.242,356.319,326.714,344.268
COL,170.0,17000139.0,17000523.0,-2.6228,1.0,8.0,1.0,0.7097,1.5558,0.4867,1.396,185.4771,228.98,288.947,226.342,242.386,285.905,245.522,227.772,301.23,202.588,233.54
COL,170.0,17000227.0,17000524.0,,1.0,10.0,,,,,,118.4389,386.263,375.828,363.879,454.833,356.087,394.891,407.653,366.833,417.805,362.103
COL,170.0,17000190.0,17000526.0,0.3132,2.0,10.0,0.0,-0.7263,-0.8059,-0.3406,-0.1115,77.62863,411.229,391.546,422.737,370.502,390.229,441.114,407.037,402.003,380.308,372.757
COL,170.0,17000079.0,17000527.0,-0.3949,2.0,10.0,0.0,-0.5067,-1.0693,0.1304,0.1758,46.97848,343.836,357.293,316.741,341.676,331.869,365.791,354.874,355.557,308.273,355.584
COL,170.0,17000149.0,17000528.0,-0.6705,2.0,11.0,0.0,1.1487,-0.1002,-0.4304,-0.6881,125.0271,525.193,501.674,525.102,478.627,512.196,519.808,498.452,539.488,462.391,519.8
COL,170.0,17000248.0,17000530.0,0.1897,2.0,11.0,0.0,0.123,0.4357,-0.0014,0.1345,44.4319,501.842,491.962,482.949,480.147,515.093,534.026,514.037,538.404,533.697,464.282
COL,170.0,17000245.0,17000531.0,-1.2941,2.0,10.0,1.0,-0.1114,0.1475,-0.1351,-1.8711,63.30435,369.404,340.542,353.583,343.719,382.841,331.251,378.883,295.115,312.998,317.332
COL,170.0,17000007.0,17000532.0,-3.711,2.0,10.0,0.0,-0.5304,-0.1002,2.2803,2.4641,39.09182,363.014,348.681,356.235,343.838,304.546,343.242,309.433,377.836,377.37,400.273
COL,170.0,17000062.0,17000533.0,0.4512,1.0,10.0,0.0,-0.5252,1.5558,-0.8146,0.7373,97.70245,413.628,370.337,400.955,403.465,402.327,440.234,406.972,371.169,376.948,392.986
COL,170.0,17000109.0,17000534.0,-1.2279,2.0,9.0,1.0,-0.5067,1.5558,1.6418,2.355,49.64584,356.853,280.197,307.76,332.017,288.076,374.797,335.903,329.293,324.626,342.753
COL,170.0,17000212.0,17000535.0,-2.1104,2.0,10.0,0.0,-1.007,1.5558,-1.4061,0.3952,145.5971,432.814,454.314,411.54,389.818,424.663,424.728,395.2,453.343,409.499,413.877
COL,170.0,17000179.0,17000536.0,-1.5069,1.0,9.0,0.0,0.3847,1.5558,0.6899,2.3489,48.98541,325.018,323.928,367.001,362.323,353.162,368.729,372.979,349.941,348.032,344.571
COL,170.0,17000116.0,17000537.0,-2.3821,1.0,10.0,0.0,-1.0127,1.5558,-0.8613,-0.4559,91.16589,412.292,359.138,343.841,362.367,381.235,400.053,342.357,349.329,393.529,384.404
COL,170.0,17000001.0,17000538.0,-2.7173,1.0,10.0,1.0,-0.5502,-1.3627,0.6645,-0.4462,24.3533,373.776,386.741,370.036,362.244,356.152,364.046,380.791,378.429,378.405,377.9
COL,170.0,17000024.0,17000539.0,-3.8794,1.0,11.0,0.0,,,,,77.51593,337.349,372.845,368.197,303.609,349.997,381.913,340.584,354.584,369.95,286.668
