CNT,CNTRYID,CNTSCHID,CNTSTUID,ESCS,ST004D01T,ST001D01T,REPEAT,DISCLIM,TEACHSUP,COGACRCO,COGACMCO,W_FSTUWT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH
COL,170.0,17000156.0,17006240.0,0.6392,2.0,11.0,0.0,-0.9755,-1.0693,-0.1836,0.2123,149.477,346.903,354.271,313.275,301.433,344.189,371.367,311.229,336.977,359.627,364.585
COL,170.0,17000159.0,17006241.0,-0.7498,2.0,10.0,0.0,-0.0522,-0.3322,-0.1688,0.9524,65.12925,477.024,506.852,463.957,477.688,471.604,476.531,413.399,444.426,483.572,429.256
COL,170.0,17000147.0,17006242.0,-0.2845,2.0,10.0,0.0,-0.1219,-0.1002,0.2212,0.3552,25.60387,456.383,430.351,440.925,409.603,470.325,385.978,456.949,435.755,401.597,427.477
COL,170.0,17000192.0,17006243.0,-0.4668,1.0,10.0,0.0,0.0926,-0.1002,-0.1256,0.432,77.01268,425.117,422.427,376.258,436.09,448.846,387.157,415.181,427.342,417.537,450.216
COL,170.0,17000222.0,17006244.0,-2.0788,1.0,10.0,0.0,-0.526,-1.0693,-0.8322,-0.3872,39.98824,441.575,505.234,456.084,456.226,471.94,484.938,486.568,420.115,501.655,485.941
COL,170.0,17000190.0,17006245.0,-1.095,2.0,9.0,1.0,1.775,-0.3322,-0.1791,0.0758,67.41652,276.111,284.012,265.371,289.67,318.075,336.806,321.772,305.557,325.825,269.997
COL,170.0,17000241.0,17006246.0,-1.1368,1.0,9.0,1.0,-0.2938,0.8211,0.5555,0.829,97.37591,303.17,321.898,337.777,300.804,350.097,372.346,342.261,365.94,290.959,357.521
COL,170.0,17000087.0,17006247.0,-1.9497,2.0,10.0,1.0,-0.1126,0.8211,0.5411,0.8624,3.39308,324.56,309.651,327.552,345.2,341.915,315.643,359.423,332.674,345.842,341.216
COL,170.0,17000217.0,17006248.0,-1.7357,2.0,10.0,0.0,,1.5558,-0.7822,,32.82859,376.644,385.86,400.287,346.751,370.661,378.628,356.65,345.773,349.833,341.097
COL,170.0,17000014.0,17006249.0,0.4258,2.0,10.0,0.0,-0.2938,-0.1002,-0.4257,-0.3124,76.54306,452.826,379.329,443.389,427.21,383.488,363.48,444.022,446.274,414.918,400.059
COL,170.0,17000061.0,17006250.0,0.7057,1.0,11.0,0.0,0.9993,1.5558,0.5447,0.9476,90.33648,569.38,531.363,569.091,521.52,536.783,529.257,587.371,515.354,587.705,551.889
COL,170.0,17000047.0,17006251.0,-4.005,2.0,9.0,0.0,-0.7145,-0.5635,-0.0506,0.7101,87.69308,345.026,343.04,323.974,357.054,371.836,350.785,350.013,385.417,320.564,348.358
COL,170.0,17000260.0,17006252.0,-1.3954,1.0,11.0,0.0,0.1201,-0.1002,0.4053,0.812,108.5246,455.886,445.168,454.742,445.68,428.778,407.363,425.704,462.519,372.524,408.764
COL,170.0,17000099.0,17006253.0,-0.5685,1.0,11.0,0.0,-0.1124,1.5558,0.5001,0.4464,79.79641,384.452,453.312,400.73,427.017,409.182,433.142,448.546,399.38,397.779,407.816
COL,170.0,17000223.0,17006254.0,-2.3773,1.0,10.0,0.0,0.7029,1.5558,0.3199,2.3009,43.28497,432.021,403.691,413.546,417.764,427.606,440.734,489.446,444.044,513.956,449.522
COL,170.0,17000215.0,17006255.0,0.3154,1.0,10.0,0.0,0.6868,1.5558,-0.183,0.9786,72.46612,504.049,461.774,494.432,497.228,526.411,448.552,470.237,453.624,494.104,492.905
COL,170.0,17000170.0,17006256.0,-0.0272,2.0,11.0,0.0,-0.0787,-0.1002,-0.143,0.926,42.77972,539.471,522.982,553.386,550.672,512.505,568.701,535.38,525.295,527.326,566.853
COL,170.0,17000003.0,17006257.0,-1.312,1.0,9.0,1.0,0.2139,-1.3627,-0.1249,2.1981,207.7781,310.782,301.773,293.473,299.001,295.261,310.265,326.82,324.311,306.567,324.623
COL,170.0,17000099.0,17006258.0,-1.5457,1.0,8.0,1.0,-1.1331,,-1.2312,1.8758,83.02768,288.975,318.564,243.334,291.185,287.908,288.816,272.154,284.635,285.913,293.354
COL,170.0,17000037.0,17006259.0,-1.0299,1.0,10.0,0.0,-0.3243,0.1475,-0.2262,0.3781,46.85595,423.099,464.153,423.932,417.23,451.315,428.617,414.509,470.618,423.554,434.33
COL,170.0,17000129.0,17006260.0,-1.0604,1.0,11.0,0.0,1.1182,-0.1002,-0.1982,0.2461,159.5465,435.828,400.793,392.387,417.954,418.924,369.415,365.584,412.074,402.338,411.74
COL,170.0,17000103.0,17006261.0,-2.0371,2.0,11.0,0.0,0.9993,0.4357,0.396,0.4065,43.63608,445.065,442.361,440.09,434.546,454.866,452.771,428.387,425.62,458.764,440.888
COL,170.0,17000081.0,17006262.0,-2.5594,1.0,8.0,1.0,,,,,113.1629,308.198,339.846,343.799,315.506,306.74,339.559,325.507,318.419,308.291,312.367
COL,170.0,17000103.0,17006263.0,-1.0026,2.0,10.0,0.0,-0.5252,0.1475,0.5768,-0.0055,43.63608,387.43,374.293,382.163,376.212,361.796,378.962,290.246,377.834,386.158,373.618
COL,170.0,17000196.0,17006264.0,-0.6365,1.0,10.0,0.0,1.1779,-0.1002,3.3764,2.5019,83.74074,367.319,315.549,370.302,360.305,366.499,381.763,380.998,399.978,413.564,369.631
COL,170.0,17000250.0,17006265.0,0.4234,2.0,9.0,1.0,0.7331,-0.1002,0.536,0.294,84.94412,472.803,478.317,423.716,444.846,434.583,484.599,492.997,420.639,451.122,457.056
COL,170.0,17000202.0,17006266.0,-2.0707,1.0,10.0,0.0,1.8365,0.1475,-0.2691,0.0416,113.8405,463.038,469.647,479.972,467.934,450.773,501.61,452.443,435.706,504.733,472.081
COL,170.0,17000112.0,17006267.0,-1.5526,1.0,10.0,0.0,-0.0903,-0.1002,0.6435,0.9289,75.15888,371.557,377.749,338.738,340.535,318.525,389.976,343.869,352.117,368.276,344.533
COL,170.0,17000170.0,17006268.0,1.5043,1.0,10.0,0.0,-0.5195,-0.3322,-0.6665,-0.0941,46.46353,490.904,474.213,475.803,517.265,460.388,492.957,502.402,503.05,480.124,512.897
COL,170.0,17000004.0,17006269.0,1.2603,2.0,11.0,0.0,-0.1354,-0.1002,0.5022,-0.128,79.81672,542.13,573.896,537.73,540.68,557.849,576.208,582.238,554.922,535.121,559.02
COL,170.0,17000038.0,17006270.0,-2.4024,1.0,10.0,0.0,0.801,1.5558,0.8426,2.3504,134.9546,309.051,299.184,317.134,308.057,333.085,334.013,286.278,302.829,266.237,303.783
COL,170.0,17000114.0,17006271.0,0.5793,1.0,8.0,1.0,-0.3586,1.5558,-2.1102,-0.6402,94.63697,372.589,348.808,339.237,366.561,347.614,347.836,364.803,368.357,357.265,369.078
COL,170.0,17000129.0,17006272.0,1.1923,1.0,10.0,0.0,1.8153,1.5558,0.6033,0.9587,159.5465,420.997,402.511,386.207,421.06,420.654,393.817,432.603,361.119,391.606,430.936
COL,170.0,17000159.0,17006273.0,-0.8278,1.0,9.0,1.0,1.0761,-0.1002,-0.36,0.2137,69.23218,348.581,408.382,326.055,363.395,374.653,377.524,354.645,321.695,387.147,401.087
COL,170.0,17000244.0,17006275.0,-0.7556,2.0,10.0,0.0,-0.4961,0.4357,-2.402,-0.5347,298.7923,361.093,342.959,351.845,367.744,313.239,298.884,341.223,362.988,378.756,306.141
COL,170.0,17000124.0,17006276.0,-2.151,2.0,8.0,1.0,-0.8779,-0.1002,0.6583,1.0522,74.73849,359.457,397.712,381.546,456.176,469.161,399.377,459.031,447.137,409.326,409.557
COL,170.0,17000228.0,17006277.0,-2.6386,2.0,9.0,0.0,1.1526,1.5558,3.0721,2.4987,80.4876,291.914,319.084,300.764,333.377,233.158,306.748,318.426,275.694,317.634,306.638
COL,170.0,17000100.0,17006278.0,-2.1332,1.0,11.0,0.0,,,,,88.54812,365.991,445.958,390.785,400.821,382.395,389.792,395.603,449.492,380.424,334.045
COL,170.0,17000088.0,17006279.0,-0.5041,2.0,9.0,1.0,-2.3913,1.5558,-0.1939,0.7957,45.0802,485.08,463.559,498.84,445.293,435.429,478.894,448.363,449.391,447.506,484.318
COL,170.0,17000027.0,17006280.0,-1.3867,2.0,10.0,1.0,0.165,0.8211,0.501,0.2848,19.72939,355.007,420.406,393.146,404.635,413.69,330.075,350.307,405.39,368.079,423.168
COL,170.0,17000144.0,17006281.0,0.8196,1.0,10.0,0.0,0.4375,-0.1002,0.5366,0.2417,24.54236,379.195,425.636,473.304,406.421,441.495,458.514,465.008,409.269,384.297,397.186
COL,170.0,17000245.0,17006282.0,-1.6455,2.0,10.0,1.0,-1.9106,1.5558,-1.3282,-1.3449,63.30435,409.661,388.895,391.382,366.195,353.659,394.522,410.494,442.083,417.299,392.345
COL,170.0,17000029.0,17006283.0,-2.754,2.0,9.0,1.0,-0.0611,0.1475,0.3845,0.1899,84.11847,339.455,340.794,338.597,339.941,377.533,343.139,311.59,373.196,349.24,358.461
COL,170.0,17000170.0,17006285.0,0.7235,2.0,10.0,0.0,-0.842,-1.0693,-0.3214,0.3751,42.77972,530.914,521.576,489.92,507.778,506.081,510.459,500.403,551.476,494.966,512.338
COL,170.0,17000179.0,17006287.0,-2.3004,2.0,7.0,1.0,-2.3158,1.5558,-1.8781,2.5872,43.50099,303.651,326.903,336.774,328.879,355.519,299.311,376.915,334.432,347.849,332.991
COL,170.0,17000170.0,17006288.0,0.9689,2.0,10.0,0.0,-1.1395,-1.0693,-0.2779,0.4423,42.77972,555.079,580.985,572.045,516.206,508.923,484.631,554.707,483.623,507.513,530.849
COL,170.0,17000251.0,17006289.0,-2.0075,1.0,10.0,0.0,0.7331,1.447,-0.8753,0.2042,84.48698,312.912,310.643,332.136,344.403,366.884,392.578,354.706,341.014,395.848,376.212
COL,170.0,17000027.0,17006290.0,-0.8248,2.0,8.0,1.0,0.4522,1.5558,0.5539,0.7678,21.72158,366.563,302.946,262.602,283.313,284.995,307.021,326.499,265.148,322.818,271.694
COL,170.0,17000225.0,17006291.0,-0.6449,1.0,11.0,0.0,0.4426,1.5558,0.0795,1.0024,80.92542,414.452,406.42,394.827,416.545,380.606,385.72,409.522,407.765,395.174,393.239
COL,170.0,17000137.0,17006293.0,-0.2726,2.0,11.0,0.0,0.7852,0.1475,0.272,1.1708,38.29305,507.373,494.115,523.927,543.034,528.143,560.174,500.383,527.084,513.766,566.831
COL,170.0,17000232.0,17006294.0,-0.194,2.0,11.0,0.0,0.163,-0.5635,-0.7228,-0.5705,38.94857,468.203,492.528,536.605,475.373,524.865,506.705,494.982,466.265,508.254,484.066
COL,170.0,17000004.0,17006295.0,0.3342,2.0,10.0,0.0,-0.3382,-1.3627,0.427,0.7042,79.81672,541.432,565.376,551.109,566.81,539.649,554.462,500.523,591.797,552.273,521.068
COL,170.0,17000034.0,17006296.0,0.8663,2.0,9.0,1.0,1.1405,1.5558,-0.6827,0.2399,99.68176,376.411,419.238,399.795,333.117,421.215,354.57,405.5,403.374,354.034,396.942
COL,170.0,17000004.0,17006297.0,0.962,2.0,10.0,0.0,1.6396,1.5558,0.4147,0.95,79.81672,377.534,376.96,402.185,426.358,400.686,423.645,401.202,352.872,404.149,409.492
COL,170.0,17000176.0,17006298.0,-3.4733,1.0,9.0,0.0,-1.0423,1.5558,-0.7365,,104.2469,294.935,315.248,320.639,301.398,334.748,342.611,259.305,320.707,272.285,284.117
COL,170.0,17000195.0,17006299.0,-0.0869,1.0,11.0,0.0,-0.1499,-1.0693,0.6277,0.7596,73.29716,445.363,417.787,380.815,408.293,367.298,397.945,433.371,449.187,452.151,442.384
COL,170.0,17000197.0,17006300.0,-1.3448,1.0,10.0,0.0,-0.8237,0.1475,1.5022,0.4242,85.78384,393.38,358.496,377.796,308.651,390.165,341.016,409.344,409.179,372.787,370.24
COL,170.0,17000042.0,17006301.0,-2.4392,2.0,10.0,0.0,-1.8042,,1.9326,0.6257,79.78647,350.556,372.953,358.381,349.949,334.037,371.07,346.8,379.886,368.862,393.479
COL,170.0,17000264.0,17006302.0,0.4485,1.0,11.0,0.0,-1.031,-0.3322,-0.6579,-0.01,85.04962,549.355,527.474,481.91,513.6,469.949,532.297,485.587,489.461,488.465,478.85
COL,170.0,17000190.0,17006303.0,-0.8718,2.0,10.0,0.0,-0.1361,1.5558,-0.7798,-0.4888,77.62863,365.034,292.319,321.84,332.245,293.4,353.214,363.939,363.238,349.307,325.982
COL,170.0,17000226.0,17006304.0,-2.5425,2.0,9.0,0.0,1.0945,1.5558,0.4802,0.2748,80.41864,395.836,365.123,344.182,355.823,349.535,321.775,311.391,309.792,377.878,331.962
COL,170.0,17000009.0,17006305.0,,1.0,11.0,,,,,,92.53383,322.197,302.767,334.007,354.842,349.648,349.837,305.718,365.33,377.789,326.501
COL,170.0,17000023.0,17006306.0,0.006,1.0,11.0,0.0,0.9899,1.5558,-0.2105,2.2897,74.09572,431.197,419.432,443.94,434.221,457.124,465.371,464.219,434.811,448.712,432.56
COL,170.0,17000100.0,17006307.0,-1.2403,2.0,10.0,0.0,-0.8589,-1.0693,0.2544,-0.1611,85.60252,422.852,448.096,420.022,447.476,468.725,502.001,443.687,447.412,462.622,425.818
COL,170.0,17000053.0,17006308.0,-2.0149,1.0,10.0,0.0,-1.2107,-1.7015,-1.123,-0.7426,42.55964,367.704,403.69,394.305,394.265,413.849,416.909,400.915,395.101,364.397,411.286
COL,170.0,17000002.0,17006310.0,-1.6899,2.0,9.0,1.0,-1.2029,0.4357,-0.2005,-0.6011,73.14972,329.392,305.001,283.069,340.615,272.961,319.37,322.563,297.721,294.935,313.966
COL,170.0,17000162.0,17006311.0,1.2608,1.0,9.0,0.0,-0.3272,-0.5635,0.2556,0.4156,90.68923,567.936,512.467,510.298,567.978,540.355,563.531,582.684,553.099,515.339,602.081
COL,170.0,17000011.0,17006312.0,-1.3182,2.0,10.0,0.0,-0.3695,0.8211,-0.0753,0.6162,61.83826,375.411,385.53,388.057,428.556,406.585,406.057,396.059,375.321,389.94,362.021
COL,170.0,17000013.0,17006313.0,-0.3659,1.0,10.0,0.0,-1.0466,1.5558,0.9021,2.4885,23.52297,336.624,378.219,368.073,349.047,400.581,394.94,374.594,351.387,378.417,332.651
COL,170.0,17000257.0,17006314.0,0.689,2.0,10.0,0.0,1.8372,1.5558,1.3211,2.5872,6.67952,418.75,484.66,416.97,418.429,410.891,401.186,433.188,431.77,447.375,426.959
COL,170.0,17000167.0,17006315.0,0.5781,2.0,10.0,0.0,-0.0504,-1.0693,-0.1645,0.2505,90.57564,314.912,373.497,351.223,358.547,339.978,289.087,334.339,355.85,410.295,383.189
COL,170.0,17000133.0,17006317.0,-1.5243,2.0,10.0,0.0,,,,,75.7138,372.705,375.987,355.959,401.445,351.05,382.411,394.894,394.449,330.794,397.697
COL,170.0,17000236.0,17006318.0,-2.4039,2.0,9.0,1.0,0.4277,-0.8059,0.34,-0.9529,96.63984,321.527,319.364,341.094,342.179,334.777,310.161,364.715,335.005,350.456,353.008
COL,170.0,17000167.0,17006319.0,-0.5247,1.0,10.0,0.0,-0.1219,0.1475,0.5435,0.6447,91.64339,430.587,379.639,380.884,426.749,351.486,420.796,385.944,400.264,411.373,397.712
COL,170.0,17000049.0,17006320.0,-1.0406,2.0,10.0,0.0,0.801,1.5558,0.3908,0.5661,87.74819,443.286,428.247,436.256,471.159,460.498,420.545,435.689,436.775,409.589,401.585
COL,170.0,17000259.0,17006321.0,0.8473,2.0,10.0,0.0,1.0989,1.5558,0.3793,0.6663,78.36551,466.835,453.198,472.708,488.949,488.297,470.025,526.117,464.001,469.57,511.45
COL,170.0,17000041.0,17006322.0,,2.0,8.0,,,,,,84.94501,335.436,363.624,342.091,351.438,318.757,276.32,320.23,380.77,344.729,389.864
COL,170.0,17000083.0,17006323.0,-0.734,2.0,8.0,1.0,1.1405,1.5558,0.4691,0.3651,23.88886,365.031,333.863,341.045,370.263,359.867,338.497,359.044,383.007,369.53,368.855
COL,170.0,17000217.0,17006324.0,0.2426,1.0,10.0,0.0,0.6947,1.5558,1.1729,1.6342,33.78043,406.243,337.226,339.011,351.226,341.042,364.1,349.228,379.977,389.068,379.127
COL,170.0,17000109.0,17006325.0,-1.6933,2.0,9.0,1.0,-0.3243,0.8211,-1.5478,-0.5311,49.64584,359.796,404.989,411.189,423.322,435.316,358.002,461.194,364.565,411.968,425.753
COL,170.0,17000220.0,17006326.0,0.8073,1.0,10.0,0.0,-0.6931,1.5558,1.5235,0.9817,27.06385,478.641,507.891,480.647,476.151,430.369,492.071,475.119,457.353,540.556,447.712
COL,170.0,17000072.0,17006328.0,-0.816,1.0,10.0,0.0,,,,,8.76235,471.461,430.008,455.878,433.162,384.637,421.073,426.136,387.752,418.364,444.321
COL,170.0,17000072.0,17006329.0,-1.375,2.0,10.0,0.0,-0.0522,1.5558,-0.2052,-0.0648,7.07878,411.706,387.009,391.906,424.139,388.738,401.283,366.114,409.199,394.555,402.582
COL,170.0,17000143.0,17006330.0,-1.6867,1.0,11.0,0.0,-0.1219,-0.1002,0.1261,0.739,145.1505,442.628,449.611,390.473,433.822,425.903,432.93,442.262,448.299,438.665,415.392
COL,170.0,17000051.0,17006331.0,1.2452,2.0,9.0,1.0,-2.4793,0.1475,-0.7944,0.1665,45.74899,371.095,353.284,383.78,404.985,372.858,398.504,359.842,379.532,394.77,342.683
COL,170.0,17000240.0,17006332.0,-1.7976,1.0,9.0,1.0,-0.1354,-1.3627,-1.2589,-0.6377,83.06656,399.476,412.311,391.743,391.562,312.637,329.338,377.652,378.751,389.649,381.604
COL,170.0,17000244.0,17006333.0,-1.6576,2.0,10.0,0.0,0.4522,1.5558,-0.8696,0.8931,298.7923,292.321,304.674,430.438,297.229,302.638,339.832,367.992,345.414,333.31,367.815
COL,170.0,17000137.0,17006334.0,-0.905,2.0,10.0,0.0,0.0585,1.5558,0.1562,0.9019,42.71872,445.321,430.327,397.334,440.878,450.876,434.792,429.615,426.427,414.46,430.264
COL,170.0,17000262.0,17006335.0,-0.7149,1.0,10.0,0.0,-0.9796,-0.3322,0.5267,0.9167,45.35569,413.717,394.036,421.757,424.574,407.303,419.803,420.502,392.925,404.021,439.574
COL,170.0,17000253.0,17006336.0,-1.5596,1.0,11.0,0.0,0.1765,1.5558,-0.6229,-0.3949,103.3704,449.478,500.047,443.203,468.238,434.308,432.132,471.959,453.517,443.261,463.14
COL,170.0,17000102.0,17006337.0,-1.1239,2.0,8.0,,-1.1698,0.4357,0.5185,0.8233,37.86132,339.289,368.014,291.075,354.266,390.509,377.744,354.252,386.65,322.024,417.387
COL,170.0,17000011.0,17006338.0,-1.7049,1.0,10.0,0.0,1.0136,-0.1002,0.3867,0.5867,61.03762,399.485,402.644,381.691,378.868,375.272,379.483,379.707,401.913,382.941,461.675
COL,170.0,17000213.0,17006339.0,-1.3032,2.0,11.0,0.0,0.1325,0.4357,-0.037,-0.479,44.99433,372.968,387.727,460.418,427.132,430.264,474.087,444.744,464.452,422.703,434.406
COL,170.0,17000122.0,17006340.0,-1.9202,1.0,10.0,0.0,0.2002,-0.1002,-0.1087,0.3267,41.0857,384.409,340.149,334.58,328.755,352.806,315.097,352.553,336.755,364.152,318.956
COL,170.0,17000064.0,17006341.0,-2.2236,1.0,10.0,0.0,,,,,82.88324,343.405,352.256,356.598,349.418,324.781,358.636,400.001,382.372,327.757,396.053
COL,170.0,17000243.0,17006342.0,-1.9743,2.0,8.0,1.0,-0.5068,-0.1002,0.5376,-0.0035,47.0749,349.108,365.671,329.068,359.134,330.161,339.835,338.972,370.723,326.58,341.427
COL,170.0,17000126.0,17006343.0,-2.0324,2.0,9.0,0.0,0.1614,1.5558,0.7529,,93.16452,288.17,334.608,300.771,260.273,292.464,279.035,295.733,300.617,325.702,273.147
COL,170.0,17000057.0,17006344.0,-0.5473,2.0,10.0,0.0,-0.0903,-1.0693,-0.0581,-1.7252,73.08299,477.809,476.253,459.965,480.171,486.019,472.519,471.941,461.574,487.241,417.4
COL,170.0,17000134.0,17006345.0,-1.3267,1.0,9.0,1.0,0.1765,-0.1002,2.2244,0.7342,138.6248,281.275,286.584,243.562,246.749,291.49,262.381,291.812,289.301,256.507,289.94
COL,170.0,17000256.0,17006346.0,-1.0124,1.0,9.0,0.0,-2.4388,-0.5635,-0.0833,,96.40105,317.801,358.807,336.595,339.667,353.361,287.27,328.109,322.076,321.659,292.793
COL,170.0,17000209.0,17006348.0,-1.5642,2.0,11.0,0.0,0.4277,1.5558,-0.1048,-0.0541,45.74363,490.653,482.098,445.535,472.782,476.365,463.138,466.817,459.873,449.894,459.555
COL,170.0,17000262.0,17006349.0,,2.0,10.0,,,,,,46.23346,444.73,442.063,417.146,444.385,436.44,467.54,458.102,446.91,448.323,410.034
COL,170.0,17000131.0,17006350.0,-1.4983,2.0,10.0,0.0,-0.0903,1.5558,-0.8129,-0.4656,76.73329,386.367,348.42,422.128,396.754,447.088,388.791,423.721,389.5,428.339,303.89
COL,170.0,17000085.0,17006351.0,-1.9582,2.0,10.0,1.0,-0.0611,1.5558,0.9344,-0.0697,71.40021,472.064,466.465,474.784,461.639,475.317,458.821,428.503,485.698,460.9,474.05
COL,170.0,17000144.0,17006352.0,0.5584,1.0,10.0,0.0,-0.6698,-0.1002,-0.4587,1.1821,24.54236,446.381,497.204,483.184,477.331,487.025,511.622,484.584,492.558,493.005,504.446
COL,170.0,17000066.0,17006353.0,-2.3422,2.0,8.0,1.0,-1.8192,0.4357,-1.6839,-1.9612,53.45426,311.618,336.667,291.553,309.081,289.812,303.316,302.757,303.892,281.808,340.317
COL,170.0,17000123.0,17006356.0,1.2287,2.0,8.0,1.0,-0.8126,1.5558,0.6615,1.4301,45.78371,405.612,440.402,418.131,397.277,400.481,426.899,430.149,379.095,416.792,405.168
COL,170.0,17000012.0,17006357.0,-1.0785,2.0,9.0,1.0,0.4375,1.5558,0.1145,1.1494,84.78257,396.755,330.423,434.897,332.955,368.129,376.349,360.887,375.79,395.365,331.328
COL,170.0,17000042.0,17006358.0,-0.2461,2.0,10.0,0.0,0.4522,1.5558,-0.052,-1.0679,79.78647,313.192,326.68,361.157,342.791,345.13,378.495,381.291,366.671,328.007,346.214
COL,170.0,17000250.0,17006359.0,-1.3627,1.0,9.0,1.0,0.6947,0.1475,0.4661,0.8844,93.39405,367.968,330.845,373.406,326.345,351.168,390.302,395.915,317.974,295.072,369.733
COL,170.0,17000046.0,17006361.0,-0.7228,1.0,10.0,0.0,-0.1499,1.5558,-0.8737,-0.4748,77.83018,397.674,368.012,327.126,358.247,338.035,338.34,359.339,316.937,345.931,375.379
COL,170.0,17000244.0,17006362.0,-1.9282,2.0,9.0,1.0,,,,,329.6617,256.003,256.826,229.208,236.316,246.971,281.795,221.621,300.649,227.711,304.627
COL,170.0,17000097.0,17006363.0,0.4037,1.0,10.0,0.0,0.7029,1.5558,-0.1828,0.7527,56.82579,519.429,564.24,532.897,524.275,527.516,529.162,517.549,535.243,508.688,543.62
COL,170.0,17000099.0,17006364.0,-0.9427,2.0,10.0,0.0,-2.3769,-1.0693,0.1175,0.4059,85.04649,346.575,350.071,342.122,400.236,378.258,341.043,393.842,355.792,352.014,367.913
COL,170.0,17000164.0,17006365.0,-1.2323,1.0,11.0,0.0,0.1548,-0.1002,0.4458,0.534,59.51398,319.148,350.176,370.4,311.751,398.492,364.049,418.141,332.29,380.106,420.359
COL,170.0,17000135.0,17006366.0,-1.6996,1.0,10.0,0.0,0.7487,0.4357,1.4683,0.6796,45.87268,404.91,453.036,466.11,442.443,423.929,418.685,423.615,377.259,468.384,454.126
COL,170.0,17000009.0,17006367.0,,1.0,9.0,,,,,,94.98038,274.322,301.086,289.179,276.841,324.183,282.75,320.353,322.777,319.939,360.914
COL,170.0,17000059.0,17006368.0,-0.5257,1.0,10.0,0.0,-0.707,0.4357,1.1174,,76.74929,402.109,405.653,392.285,351.42,408.03,377.705,374.389,397.331,393.987,366.724
COL,170.0,17000093.0,17006369.0,-0.5106,2.0,10.0,0.0,0.9993,1.5558,-1.0216,0.2517,70.98736,426.152,433.213,435.719,423.379,408.838,418.622,440.715,416.57,421.723,429.58
COL,170.0,17000237.0,17006370.0,-2.2203,2.0,10.0,0.0,,,,,74.73849,408.864,440.165,393.285,395.273,404.883,384.762,402.938,397.489,376.503,385.383
COL,170.0,17000056.0,17006371.0,,1.0,7.0,,,,,,87.68822,307.142,282.525,318.559,315.647,306.881,329.301,346.797,316.523,318.074,337.686
COL,170.0,17000128.0,17006372.0,-0.8739,1.0,11.0,0.0,0.7487,1.5558,1.5283,1.529,76.56935,317.673,314.146,339.834,342.087,360.294,340.644,299.735,391.852,299.871,346.417
COL,170.0,17000237.0,17006373.0,-0.734,1.0,11.0,0.0,-0.5247,1.5558,-0.5961,2.495,74.73849,346.745,410.916,372.912,392.058,413.324,365.18,396.365,392.072,354.895,386.601
COL,170.0,17000027.0,17006374.0,-2.3247,1.0,8.0,1.0,0.0926,1.5558,1.6502,2.3963,23.72132,309.129,294.639,293.643,358.829,308.854,301.919,280.887,313.879,303.102,338.925
COL,170.0,17000159.0,17006375.0,-1.2689,1.0,11.0,0.0,1.0945,-0.8059,1.9124,2.3191,69.43189,440.269,440.582,413.636,452.409,448.019,391.96,436.292,427.776,417.487,427.089
COL,170.0,17000006.0,17006376.0,-1.1195,1.0,11.0,0.0,0.1003,-0.1002,-0.5022,-0.0424,92.78937,467.948,460.531,469.691,493.378,470.096,501.811,477.032,480.374,505.361,518.598
COL,170.0,17000224.0,17006377.0,,2.0,8.0,,,,,,120.413,344.66,321.726,360.199,316.431,292.934,316.113,321.629,328.289,329.2,347.09
COL,170.0,17000100.0,17006378.0,-2.3665,2.0,8.0,1.0,1.5567,1.5558,2.2264,0.0621,93.89827,422.898,379.48,346.276,412.894,408.041,430.827,405.73,363.587,387.332,384.81
COL,170.0,17000140.0,17006379.0,-1.8766,2.0,7.0,1.0,-0.9727,,,,81.49805,344.749,371.158,299.11,301.591,354.409,353.46,346.358,347.765,348.229,315.638
COL,170.0,17000078.0,17006380.0,-0.9971,1.0,10.0,0.0,0.1751,1.5558,-0.4417,-1.4289,84.89597,390.306,366.58,328.8,369.62,315.29,363.558,364.253,339.315,371.77,336.314
COL,170.0,17000249.0,17006381.0,-1.6629,2.0,10.0,0.0,-0.6793,1.5558,-0.0202,-0.0987,81.17059,397.901,416.089,358.834,399.246,408.851,379.639,383.702,395.08,385.328,397.003
COL,170.0,17000217.0,17006382.0,-0.0604,2.0,10.0,0.0,-0.0903,-1.0693,3.4449,2.5012,32.82859,409.293,354.553,377.266,372.423,362.415,380.974,378.87,354.37,352.422,369.89
COL,170.0,17000023.0,17006383.0,-1.1622,1.0,11.0,0.0,0.7852,-0.5635,-0.235,1.0666,74.09572,396.711,393.843,417.015,409.819,430.986,395.301,435.166,428.03,391.299,411.594
COL,170.0,17000251.0,17006384.0,-2.1391,1.0,10.0,0.0,-0.8362,1.5558,2.692,,84.48698,317.984,312.087,315.875,282.083,261.343,279.351,300.837,274.601,306.776,298.368
COL,170.0,17000257.0,17006385.0,-1.4749,1.0,9.0,1.0,-0.5532,0.8211,-0.2736,0.1162,7.99107,384.168,363.797,399.566,384.069,365.53,382.686,428.583,363.366,406.018,335.183
COL,170.0,17000059.0,17006386.0,0.8292,2.0,9.0,1.0,-1.5173,-0.1002,-1.8786,1.0118,81.84255,309.351,257.446,299.411,236.152,280.328,267.173,284.374,249.088,287.51,261.946
COL,170.0,17000107.0,17006387.0,-0.7529,1.0,11.0,0.0,1.0345,1.5558,,,159.9014,435.238,413.346,446.317,420.733,456.008,401.972,440.336,482.819,409.108,462.716
